TAIR,SYMBOL,GENENAME,REFSEQ,ENTREZID,STRING_id,GOSLIM_IDS,Log2fc_.leaf_FLT.v.leaf_GC.,Log2fc_.leaf_FLT.v.root_FLT.,Log2fc_.leaf_FLT.v.root_GC.,Log2fc_.leaf_GC.v.root_FLT.,Log2fc_.leaf_GC.v.root_GC.,Log2fc_.root_FLT.v.root_GC.,Log2fc_.leaf_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_FLT.,Log2fc_.root_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_GC.,Log2fc_.root_GC.v.leaf_GC.,Log2fc_.root_GC.v.root_FLT.
AT1G01670,NA,NA,NM_001331289,839365,NA,NA,0.063853694,-0.015773591,0.208601454,-0.079627285,0.14474776,0.224375045,-0.063853694,0.015773591,-0.208601454,0.079627285,-0.14474776,-0.224375045
AT1G01690,ATPRD3,Encodes a novel plant-specific protein that is involved in meiotic double strand break formation.,NM_001331291,839243,3702.AT1G01690.1,NA,0.079053521,0.522300615,0.103497528,0.443247093,0.024444007,-0.418803086,-0.079053521,-0.522300615,-0.103497528,-0.443247093,-0.024444007,0.418803086
AT1G01740,BSK4,NA,NM_001197957,839253,3702.AT1G01740.1,NA,0.113426907,0.009153428,0.243461678,-0.104273478,0.130034771,0.23430825,-0.113426907,-0.009153428,-0.243461678,0.104273478,-0.130034771,-0.23430825
AT1G01760,AtTAD1,NA,NM_001331304,839252,NA,"GO:0003676, GO:0003677, GO:0003723, GO:0003824, GO:0005488, GO:0005515, GO:0006139, GO:0006144, GO:0006403, GO:0007049, GO:0008047, GO:0008152, GO:0009987, GO:0016787, GO:0019207, GO:0019209, GO:0019239, GO:0019538, GO:0030234, GO:0044238, GO:0050896, GO:0051179",-0.079042603,-0.174779371,-0.012407646,-0.095736768,0.066634957,0.162371725,0.079042603,0.174779371,0.012407646,0.095736768,-0.066634957,-0.162371725
AT1G01860,PFC1,dimethyladenosine transferase,NM_001331308,839283,3702.AT1G01860.1,"GO:0003824, GO:0005622, GO:0005737, GO:0006139, GO:0006807, GO:0008152, GO:0008168, GO:0008173, GO:0009987, GO:0016070, GO:0016072, GO:0016740, GO:0044085, GO:0044238, GO:0044464, GO:0071840",1.366333891,-0.074292476,1.561879328,-1.440626367,0.195545437,1.636171804,-1.366333891,0.074292476,-1.561879328,1.440626367,-0.195545437,-1.636171804
AT1G01900,ATSBT1.1,"Encodes AtSBT1.1, a subtilisin-like serine protease.  Cleaves the phytosulfokine AtPSK4, a growth promoting peptide.",NM_100070,839318,3702.AT1G01900.1,"GO:0003824, GO:0008152, GO:0008233, GO:0008236, GO:0016787, NA",1.241791515,-0.207087342,1.689188998,-1.448878857,0.447397483,1.896276341,-1.241791515,0.207087342,-1.689188998,1.448878857,-0.447397483,-1.896276341
AT1G01970,NA,NA,NM_100077,839299,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004675, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",2.632932537,-0.241217565,2.761335318,-2.874150102,0.12840278,3.002552882,-2.632932537,0.241217565,-2.761335318,2.874150102,-0.12840278,-3.002552882
AT1G02020,NA,NA,NM_001331322,837477,NA,"GO:0003824, GO:0004601, GO:0006091, GO:0016209, GO:0016491, GO:0022904, GO:0008152",0.868917354,-0.188900909,0.712484681,-1.057818262,-0.156432673,0.90138559,-0.868917354,0.188900909,-0.712484681,1.057818262,0.156432673,-0.90138559
AT1G02160,NA,NA,NM_001083980,839554,NA,NA,-0.000253329,0.072556442,0.266301987,0.07280977,0.266555316,0.193745545,0.000253329,-0.072556442,-0.266301987,-0.07280977,-0.266555316,-0.193745545
AT1G02260,NA,NA,NM_001331329,839344,NA,"GO:0005215, GO:0006810, GO:0016020, GO:0016021, GO:0051179",-0.004865195,0.021297295,-0.165822792,0.026162489,-0.160957597,-0.187120086,0.004865195,-0.021297295,0.165822792,-0.026162489,0.160957597,0.187120086
AT1G02300,NA,NA,NM_100110,839576,NA,"GO:0003824, GO:0005576, GO:0005615, GO:0005622, GO:0005737, GO:0005764, GO:0005773, GO:0006508, GO:0008152, GO:0008233, GO:0008234, GO:0009056, GO:0009987, GO:0016787, GO:0019538, GO:0043226, GO:0044238, GO:0044464",1.655459787,0.32846321,1.934507605,-1.326996578,0.279047818,1.606044395,-1.655459787,-0.32846321,-1.934507605,1.326996578,-0.279047818,-1.606044395
AT1G02310,MAN1,NA,NM_001331331,839444,3702.AT1G02310.1,"GO:0003824, GO:0004553, GO:0005975, GO:0005976, GO:0008152, GO:0009056, GO:0009987, GO:0016787, GO:0044238, GO:0071840",-6.37520077,2.480541153,-6.186344145,8.855741924,0.188856625,-8.666885299,6.37520077,-2.480541153,6.186344145,-8.855741924,-0.188856625,8.666885299
AT1G02390,ATGPAT2,Encodes a member of a family of proteins with glycerol-3-phosphate acyltransferase activity.,NM_100120,839558,3702.AT1G02390.1,"GO:0003824, GO:0006796, GO:0008152, GO:0009058, GO:0009987, GO:0016740, GO:0016746, GO:0016787, GO:0016788, GO:0016791, NA",-2.082220297,-0.12826125,-2.557808279,1.953959047,-0.475587982,-2.42954703,2.082220297,0.12826125,2.557808279,-1.953959047,0.475587982,2.42954703
AT1G02420,NA,NA,NM_100123,837779,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004675, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.098248488,-0.069460682,-0.199551209,0.028787806,-0.101302721,-0.130090527,0.098248488,0.069460682,0.199551209,-0.028787806,0.101302721,0.130090527
AT1G02460,NA,NA,NM_100127,839443,NA,NA,-1.451026554,-0.302553388,-1.56861938,1.148473167,-0.117592825,-1.266065992,1.451026554,0.302553388,1.56861938,-1.148473167,0.117592825,1.266065992
AT1G02475,NA,NA,NM_100129,839236,NA,NA,3.480471471,-0.062850944,3.787789803,-3.543322414,0.307318332,3.850640747,-3.480471471,0.062850944,-3.787789803,3.543322414,-0.307318332,-3.850640747
AT1G02670,NA,NA,NM_001331350,839532,NA,NA,0.080899582,0.289701407,-0.089113653,0.208801825,-0.170013235,-0.378815061,-0.080899582,-0.289701407,0.089113653,-0.208801825,0.170013235,0.378815061
AT1G02680,TAF13,NA,NM_100148,837962,3702.AT1G02680.1,"GO:0000988, GO:0000989, GO:0003676, GO:0003677, GO:0003712, GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0005654, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0050789, GO:0065007",0.29413907,0.216402048,0.341540335,-0.077737022,0.047401265,0.125138287,-0.29413907,-0.216402048,-0.341540335,0.077737022,-0.047401265,-0.125138287
AT1G02740,NA,NA,NM_100154,839455,NA,"GO:0005622, GO:0005634, GO:0005654, GO:0006325, GO:0006338, GO:0006464, GO:0006473, GO:0006996, GO:0008152, GO:0009987, GO:0016043, GO:0019538, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0071840",-0.036227922,0.158535587,0.072747879,0.194763509,0.108975801,-0.085787709,0.036227922,-0.158535587,-0.072747879,-0.194763509,-0.108975801,0.085787709
AT1G02750,NA,NA,NM_001197963,839432,NA,NA,0.92318613,0.256341236,1.016936997,-0.666844894,0.093750868,0.760595762,-0.92318613,-0.256341236,-1.016936997,0.666844894,-0.093750868,-0.760595762
AT1G02950,ATGSTF4,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).,NM_001035860,838240,3702.AT2G30870.1,NA,-2.33568535,-0.397687063,-2.523465771,1.937998287,-0.18778042,-2.125778708,2.33568535,0.397687063,2.523465771,-1.937998287,0.18778042,2.125778708
AT1G02970,ATWEE1,Protein kinase that negatively regulates the entry into mitosis.,NM_100178,839453,3702.AT1G02970.1,"GO:0003824, GO:0004672, GO:0006412, GO:0006464, GO:0006468, GO:0006950, GO:0007049, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0044238, GO:0050896",-0.05956475,0.203529347,-0.042639853,0.263094098,0.016924898,-0.2461692,0.05956475,-0.203529347,0.042639853,-0.263094098,-0.016924898,0.2461692
AT1G03010,NA,NA,NM_001331377,839556,NA,NA,-1.106724355,0.235268697,-1.044736054,1.341993051,0.061988301,-1.28000475,1.106724355,-0.235268697,1.044736054,-1.341993051,-0.061988301,1.28000475
AT1G03100,NA,NA,NM_100192,839573,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.028355826,0.060407473,-0.131397474,0.088763299,-0.103041648,-0.191804947,0.028355826,-0.060407473,0.131397474,-0.088763299,0.103041648,0.191804947
AT1G03130,PSAD-2,Encodes a protein predicted by sequence similarity with spinach PsaD to be photosystem I reaction center subunit II (PsaD2),NM_100195,838400,3702.AT1G03130.1,NA,6.340138054,-0.164114125,7.256671295,-6.504252179,0.916533241,7.42078542,-6.340138054,0.164114125,-7.256671295,6.504252179,-0.916533241,-7.42078542
AT1G03180,NA,NA,NM_001035865,839560,NA,NA,-0.567300952,0.203932254,-0.63184749,0.771233206,-0.064546538,-0.835779743,0.567300952,-0.203932254,0.63184749,-0.771233206,0.064546538,0.835779743
AT1G03270,NA,NA,NM_100209,838595,NA,NA,0.156823124,-0.298382765,-0.089699879,-0.455205889,-0.246523003,0.208682886,-0.156823124,0.298382765,0.089699879,0.455205889,0.246523003,-0.208682886
AT1G03410,2A6,NA,NM_001331410,838763,3702.AT1G03410.1,NA,0.92625355,-0.14317159,1.255723812,-1.06942514,0.329470262,1.398895402,-0.92625355,0.14317159,-1.255723812,1.06942514,-0.329470262,-1.398895402
AT1G03440,NA,NA,NM_100226,839504,NA,NA,1.29867203,-0.687377614,1.269983656,-1.986049645,-0.028688375,1.95736127,-1.29867203,0.687377614,-1.269983656,1.986049645,0.028688375,-1.95736127
AT1G03470,NET3A,NA,NM_001035866,839494,3702.AT1G03470.1,NA,0.514964676,0.560588026,0.613885136,0.045623351,0.09892046,0.053297109,-0.514964676,-0.560588026,-0.613885136,-0.045623351,-0.09892046,-0.053297109
AT1G03495,NA,NA,NM_100232,3766646,NA,NA,-0.044199144,-0.230812654,0.115852547,-0.186613511,0.160051691,0.346665201,0.044199144,0.230812654,-0.115852547,0.186613511,-0.160051691,-0.346665201
AT1G03600,PSB27,NA,NM_100240,839449,3702.AT1G03600.1,NA,5.481195445,-0.283404554,6.089560363,-5.7646,0.608364918,6.372964917,-5.481195445,0.283404554,-6.089560363,5.7646,-0.608364918,-6.372964917
AT1G03620,NA,NA,NM_001331423,839448,NA,"GO:0005102, GO:0005488, GO:0005515, GO:0006928, GO:0009987",-1.533763038,0.408019021,-1.09517722,1.941782059,0.438585818,-1.503196241,1.533763038,-0.408019021,1.09517722,-1.941782059,-0.438585818,1.503196241
AT1G03630,POR,Encodes for a protein with protochlorophyllide oxidoreductase activity. The enzyme is NADPH- and light-dependent.,NM_001035871,839009,3702.AT4G39920.1,NA,5.904637842,-0.240090817,6.09588538,-6.14472866,0.191247538,6.335976197,-5.904637842,0.240090817,-6.09588538,6.14472866,-0.191247538,-6.335976197
AT1G03700,NA,NA,NM_100249,839428,NA,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0005829, GO:0008152, GO:0009058, GO:0016043, GO:0016491, GO:0044085, GO:0044464, GO:0071840",-8.054383919,0,-8.468813874,8.099155975,-0.414429954,-8.513585929,8.054383919,0,8.468813874,-8.099155975,0.414429954,8.513585929
AT1G03760,NA,NA,NM_100255,839119,NA,"GO:0000988, GO:0000989, GO:0001076, GO:0003682, GO:0003712, GO:0003824, GO:0004857, GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0005654, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016787, GO:0016788, GO:0016791, GO:0019208, GO:0019212, GO:0019219, GO:0019220, GO:0030234, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0050789, GO:0050790, GO:0065007, GO:0065009",-0.171753977,0.284439081,-0.084303717,0.456193059,0.08745026,-0.368742799,0.171753977,-0.284439081,0.084303717,-0.456193059,-0.08745026,0.368742799
AT1G03950,VPS2.3,NA,NM_100276,839362,3702.AT1G03950.1,"GO:0006810, GO:0006886, GO:0015031, GO:0016192, GO:0051179",0.014837433,-0.039756348,-0.011429661,-0.054593781,-0.026267094,0.028326687,-0.014837433,0.039756348,0.011429661,0.054593781,0.026267094,-0.028326687
AT1G04117,NA,NA,NA,NA,NA,,0.155179914,0.079525373,0.20183348,-0.075654541,0.046653566,0.122308107,-0.155179914,-0.079525373,-0.20183348,0.075654541,-0.046653566,-0.122308107
AT1G04183,NA,NA,NA,NA,NA,,0.841296532,-0.24883371,1.091109689,-1.090130242,0.249813157,1.339943399,-0.841296532,0.24883371,-1.091109689,1.090130242,-0.249813157,-1.339943399
AT1G04310,ERS2,encodes an ethylene receptor related to bacterial two-component histidine kinases.,NM_001331475,839549,3702.AT1G04310.1,NA,1.14960865,0.067535313,1.48655971,-1.082073337,0.336951059,1.419024396,-1.14960865,-0.067535313,-1.48655971,1.082073337,-0.336951059,-1.419024396
AT1G04350,NA,encodes a protein whose sequence is similar to 2-oxoglutarate-dependent dioxygenase,NM_100315,839542,NA,NA,4.239930211,-0.28335486,4.226175449,-4.52328507,-0.013754761,4.509530309,-4.239930211,0.28335486,-4.226175449,4.52328507,0.013754761,-4.509530309
AT1G04420,NA,NA,NM_100322,839524,NA,"GO:0003824, GO:0005215, GO:0008152, GO:0016491, GO:0006810, GO:0051179",4.179932416,-0.045546012,4.211166453,-4.225478427,0.031234038,4.256712465,-4.179932416,0.045546012,-4.211166453,4.225478427,-0.031234038,-4.256712465
AT1G04463,NA,NA,NA,NA,NA,,-0.292656935,-0.399254077,-0.249713991,-0.106597143,0.042942943,0.149540086,0.292656935,0.399254077,0.249713991,0.106597143,-0.042942943,-0.149540086
AT1G04490,NA,NA,NM_001083987,839509,NA,NA,-1.902599695,0.354997249,-1.969009014,2.257596945,-0.066409319,-2.324006263,1.902599695,-0.354997249,1.969009014,-2.257596945,0.066409319,2.324006263
AT1G04513,NA,NA,NA,NA,NA,,-0.578516971,-0.209403011,-0.288881528,0.36911396,0.289635442,-0.079478517,0.578516971,0.209403011,0.288881528,-0.36911396,-0.289635442,0.079478517
AT1G04555,NA,NA,NM_001083988,5007662,NA,,0.40838678,0.315004767,0.389085529,-0.093382014,-0.019301251,0.074080763,-0.40838678,-0.315004767,-0.389085529,0.093382014,0.019301251,-0.074080763
AT1G04570,NA,NA,NM_001331491,839486,NA,NA,-1.550071298,-0.889950056,-1.920144092,0.660121242,-0.370072794,-1.030194036,1.550071298,0.889950056,1.920144092,-0.660121242,0.370072794,1.030194036
AT1G04580,AAO4,Encodes aldehyde oxidase AAO4 preferentially expressed in developing seeds.,NM_100337,839488,3702.AT1G04580.1,NA,-1.226083627,0.097633977,-1.121560139,1.323717604,0.104523488,-1.219194116,1.226083627,-0.097633977,1.121560139,-1.323717604,-0.104523488,1.219194116
AT1G04610,YUC3,NA,NM_100340,839474,3702.AT1G04610.1,"GO:0003824, GO:0008152, GO:0016491, NA",-4.093167778,0.267746483,-4.378290308,4.360914261,-0.28512253,-4.646036791,4.093167778,-0.267746483,4.378290308,-4.360914261,0.28512253,4.646036791
AT1G04620,HCAR,NA,NM_100341,839472,3702.AT1G04620.1,"GO:0003824, GO:0008152, GO:0016491",3.236547148,0.564351536,3.230695503,-2.672195612,-0.005851645,2.666343967,-3.236547148,-0.564351536,-3.230695503,2.672195612,0.005851645,-2.666343967
AT1G04635,AtPOP5,NA,NM_148433,839460,NA,"GO:0006464, GO:0008152, GO:0009987, GO:0019538, GO:0044238",-0.713981314,-0.459634192,-0.797833609,0.254347122,-0.083852295,-0.338199417,0.713981314,0.459634192,0.797833609,-0.254347122,0.083852295,0.338199417
AT1G04640,LIP2,"Lipoyltransferase, located in mitochondria but not found in chloroplasts",NM_001035884,839462,3702.AT1G04640.1,"GO:0003824, GO:0005622, GO:0005737, GO:0005739, GO:0006464, GO:0008152, GO:0009987, GO:0016740, GO:0016746, GO:0019538, GO:0043226, GO:0044238, GO:0044464",3.156499516,0.022434125,3.32351705,-3.13406539,0.167017534,3.301082924,-3.156499516,-0.022434125,-3.32351705,3.13406539,-0.167017534,-3.301082924
AT1G04647,NA,NA,NA,NA,NA,,-0.109961175,0.25695424,0.046329054,0.366915415,0.156290229,-0.210625186,0.109961175,-0.25695424,-0.046329054,-0.366915415,-0.156290229,0.210625186
AT1G04650,NA,NA,NM_001331492,839457,NA,NA,-0.46885529,-0.436013412,-0.604796787,0.032841878,-0.135941497,-0.168783375,0.46885529,0.436013412,0.604796787,-0.032841878,0.135941497,0.168783375
AT1G04760,ATVAMP726,member of Synaptobrevin -like protein family,NM_001331501,839424,3702.AT1G04760.1,"GO:0005484, GO:0005488, GO:0005515, GO:0005622, GO:0005737, GO:0006810, GO:0006887, GO:0006996, GO:0009987, GO:0016020, GO:0016043, GO:0016192, GO:0031201, GO:0032991, GO:0043234, GO:0044464, GO:0051179, GO:0071840",-0.119101662,0.187490503,-0.005163787,0.306592165,0.113937875,-0.19265429,0.119101662,-0.187490503,0.005163787,-0.306592165,-0.113937875,0.19265429
AT1G04778,NA,NA,NM_001083989,5007663,NA,,-3.017649842,0.685709972,-2.495013498,3.703359814,0.522636344,-3.18072347,3.017649842,-0.685709972,2.495013498,-3.703359814,-0.522636344,3.18072347
AT1G04933,NA,NA,NA,NA,NA,,-4.326757942,-0.767582207,-4.745104637,3.559175735,-0.418346694,-3.97752243,4.326757942,0.767582207,4.745104637,-3.559175735,0.418346694,3.97752243
AT1G04977,NA,NA,NA,NA,NA,,0.491313776,0.4892335,0.883290279,-0.002080276,0.391976503,0.394056779,-0.491313776,-0.4892335,-0.883290279,0.002080276,-0.391976503,-0.394056779
AT1G05030,NA,NA,NM_001331515,839340,NA,NA,0.837012411,-0.310654712,0.743071768,-1.147667124,-0.093940643,1.053726481,-0.837012411,0.310654712,-0.743071768,1.147667124,0.093940643,-1.053726481
AT1G05060,NA,NA,NM_100385,839336,NA,NA,0.199817608,0.023273238,0.43979833,-0.17654437,0.239980722,0.416525092,-0.199817608,-0.023273238,-0.43979833,0.17654437,-0.239980722,-0.416525092
AT1G05087,NA,NA,NA,NA,NA,,-0.141165855,0.150033497,-0.343446727,0.291199352,-0.202280872,-0.493480223,0.141165855,-0.150033497,0.343446727,-0.291199352,0.202280872,0.493480223
AT1G05140,NA,NA,NM_100392,839307,NA,NA,2.513242829,-0.282109219,2.805173078,-2.795352048,0.291930249,3.087282297,-2.513242829,0.282109219,-2.805173078,2.795352048,-0.291930249,-3.087282297
AT1G05160,ATKAO1,"Encodes an ent-kaurenoic acid hydroxylase, a  member of the CYP88A cytochrome p450 family.",NM_001331521,839311,3702.AT1G05160.1,"GO:0003824, GO:0005622, GO:0005737, GO:0005783, GO:0006629, GO:0008152, GO:0008202, GO:0009058, GO:0009987, GO:0016491, GO:0043226, GO:0044238, GO:0044464",0.183883798,0.238389162,0.352946562,0.054505365,0.169062764,0.114557399,-0.183883798,-0.238389162,-0.352946562,-0.054505365,-0.169062764,-0.114557399
AT1G05200,ATGLR3.4,member of Putative ligand-gated ion channel subunit family,NM_001035894,839268,3702.AT1G05200.1,NA,1.57150368,-0.638170281,1.548927201,-2.209673961,-0.022576479,2.187097482,-1.57150368,0.638170281,-1.548927201,2.209673961,0.022576479,-2.187097482
AT1G05210,NA,NA,NM_100400,839261,NA,NA,-0.448390647,0.38223053,-0.639376855,0.830621178,-0.190986208,-1.021607385,0.448390647,-0.38223053,0.639376855,-0.830621178,0.190986208,1.021607385
AT1G05220,NA,NA,NM_100401,839258,NA,NA,-2.889237102,1.566892289,-2.974346573,4.456129391,-0.08510947,-4.541238861,2.889237102,-1.566892289,2.974346573,-4.456129391,0.08510947,4.541238861
AT1G05280,NA,NA,NM_001331536,837026,NA,"GO:0003824, GO:0016740, GO:0016757, GO:0008152",-8.836394126,0,-8.960947489,8.880217666,-0.124553364,-9.00477103,8.836394126,0,8.960947489,-8.880217666,0.124553364,9.00477103
AT1G05300,ZIP5,member of Fe(II) transporter isolog family,NM_100409,837029,3702.AT1G05300.1,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0009987, GO:0016020, GO:0022857, GO:0044464, GO:0051179",1.534622969,0.57211764,1.313299481,-0.962505329,-0.221323488,0.741181841,-1.534622969,-0.57211764,-1.313299481,0.962505329,0.221323488,-0.741181841
AT1G05370,NA,NA,NM_100416,837038,NA,"GO:0003824, GO:0006520, GO:0006521, GO:0008152, GO:0016491, GO:0044238, NA",-0.975555235,-0.539564886,-0.611797618,0.435990349,0.363757616,-0.072232733,0.975555235,0.539564886,0.611797618,-0.435990349,-0.363757616,0.072232733
AT1G05440,NA,NA,NM_100423,837045,NA,,0.446692839,0.189179654,0.552270863,-0.257513184,0.105578024,0.363091209,-0.446692839,-0.189179654,-0.552270863,0.257513184,-0.105578024,-0.363091209
AT1G05453,NA,NA,NA,NA,NA,,-0.056406716,0.172146419,0.152832296,0.228553136,0.209239013,-0.019314123,0.056406716,-0.172146419,-0.152832296,-0.228553136,-0.209239013,0.019314123
AT1G05575,NA,NA,NM_100437,837061,NA,NA,1.105883955,0.775962789,0.498702273,-0.329921166,-0.607181682,-0.277260515,-1.105883955,-0.775962789,-0.498702273,0.329921166,0.607181682,0.277260515
AT1G05600,EMB3101,NA,NM_001197985,837065,3702.AT1G05600.1,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",0.848696727,-0.066911199,0.958058783,-0.915607926,0.109362056,1.024969982,-0.848696727,0.066911199,-0.958058783,0.915607926,-0.109362056,-1.024969982
AT1G05640,NA,NA,NM_100444,837070,NA,NA,-0.352517055,-0.133414431,-0.248466697,0.219102624,0.104050358,-0.115052266,0.352517055,0.133414431,0.248466697,-0.219102624,-0.104050358,0.115052266
AT1G05660,NA,NA,NM_100446,837073,NA,NA,-8.289079903,-0.917789899,-8.707749123,7.371290004,-0.41866922,-7.789959224,8.289079903,0.917789899,8.707749123,-7.371290004,0.41866922,7.789959224
AT1G05670,NA,NA,NM_001160835,837074,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.511847642,-0.66635568,-0.435179689,-0.154508038,0.076667952,0.23117599,0.511847642,0.66635568,0.435179689,0.154508038,-0.076667952,-0.23117599
