TAIR,SYMBOL,GENENAME,REFSEQ,ENTREZID,STRING_id,GOSLIM_IDS,Log2fc_.leaf_FLT.v.leaf_GC.,Log2fc_.leaf_FLT.v.root_FLT.,Log2fc_.leaf_FLT.v.root_GC.,Log2fc_.leaf_GC.v.root_FLT.,Log2fc_.leaf_GC.v.root_GC.,Log2fc_.root_FLT.v.root_GC.,Log2fc_.leaf_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_FLT.,Log2fc_.root_GC.v.leaf_FLT.,Log2fc_.root_FLT.v.leaf_GC.,Log2fc_.root_GC.v.leaf_GC.,Log2fc_.root_GC.v.root_FLT.
AT1G04810,NA,NA,NM_100359,839409,NA,"GO:0003824, GO:0005622, GO:0005634, GO:0005737, GO:0005829, GO:0006508, GO:0008152, GO:0008233, GO:0009056, GO:0009987, GO:0016787, GO:0019538, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464",-0.183582704,0.012236063,-0.309031632,0.195818767,-0.125448928,-0.321267696,0.183582704,-0.012236063,0.309031632,-0.195818767,0.125448928,0.321267696
AT1G04980,ATPDI10,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.",NM_100376,839355,3702.AT1G04980.1,"GO:0003756, GO:0003824, GO:0005622, GO:0005737, GO:0005783, GO:0006457, GO:0006950, GO:0008152, GO:0009987, GO:0016853, GO:0019538, GO:0043226, GO:0044238, GO:0044464, GO:0050896",-0.569384758,0.101092148,-0.801088609,0.670476906,-0.231703851,-0.902180757,0.569384758,-0.101092148,0.801088609,-0.670476906,0.231703851,0.902180757
AT1G05000,AtPFA-DSP1,NA,NM_001160832,839348,NA,NA,-2.408587155,0.896624403,-2.391659198,3.305211558,0.016927958,-3.288283601,2.408587155,-0.896624403,2.391659198,-3.305211558,-0.016927958,3.288283601
AT1G05347,NA,NA,NA,NA,NA,,-1.372068631,0.614070805,-1.319020505,1.986139437,0.053048126,-1.93309131,1.372068631,-0.614070805,1.319020505,-1.986139437,-0.053048126,1.93309131
AT1G05500,ATSYTE,Encodes a endomembrane-localized synaptotagmin.  Synaptotagmin family proteins are calcium sensors that regulate exocytosis in mammalian cells.,NM_001331551,837052,3702.AT1G05500.1,"GO:0005622, GO:0005737, GO:0005783, GO:0043226, GO:0044464, NA",-0.265422084,-0.116697458,-0.283897887,0.148724626,-0.018475803,-0.167200429,0.265422084,0.116697458,0.283897887,-0.148724626,0.018475803,0.167200429
AT1G06002,NA,NA,NA,NA,NA,,-0.395168317,-0.343030396,-0.915742521,0.052137921,-0.520574204,-0.572712125,0.395168317,0.343030396,0.915742521,-0.052137921,0.520574204,0.572712125
AT1G06390,ATGSK1,"encodes a GSK3/shaggy-like protein kinase. Gene expression is induced by NaCl and ABA but not KCl, suggesting that this gene may be involved in response to osmotic stress. This protein can interact with the BZR1 protein involved in brassinosteroid-mediated signaling in a Y2H assay and promotes BZR1 phosphorylation in protoplasts.",NM_100519,837150,3702.AT1G06390.1,"GO:0003824, GO:0004672, GO:0005975, GO:0005976, GO:0005977, GO:0006464, GO:0006468, GO:0007049, GO:0007067, GO:0007154, GO:0007165, GO:0007166, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0032502, GO:0035556, GO:0044238",0.305397974,0.118177169,0.345029113,-0.187220805,0.039631138,0.226851944,-0.305397974,-0.118177169,-0.345029113,0.187220805,-0.039631138,-0.226851944
AT1G06700,NA,NA,NM_001035904,837180,NA,NA,-0.027702571,0.168284947,0.065794733,0.195987518,0.093497304,-0.102490214,0.027702571,-0.168284947,-0.065794733,-0.195987518,-0.093497304,0.102490214
AT1G06840,NA,NA,NM_100561,837196,NA,NA,-1.225311693,0.149805868,-1.306951089,1.375117561,-0.081639396,-1.456756957,1.225311693,-0.149805868,1.306951089,-1.375117561,0.081639396,1.456756957
AT1G07210,NA,NA,NM_100595,837232,NA,"GO:0003735, GO:0005198, GO:0005622, GO:0005737, GO:0005829, GO:0005840, GO:0006412, GO:0008152, GO:0009058, GO:0009987, GO:0019538, GO:0030529, GO:0032991, GO:0043226, GO:0044238, GO:0044464",-0.327430431,0.018179909,-0.302121719,0.345610339,0.025308712,-0.320301627,0.327430431,-0.018179909,0.302121719,-0.345610339,-0.025308712,0.320301627
AT1G07350,SR45a,NA,NM_001331692,837246,NA,"GO:0000375, GO:0000398, GO:0003676, GO:0003723, GO:0003729, GO:0003824, GO:0005488, GO:0006139, GO:0006397, GO:0008152, GO:0016070, GO:0044238, GO:0008380",-0.073143207,-1.326572096,-0.363575996,-1.25342889,-0.290432789,0.9629961,0.073143207,1.326572096,0.363575996,1.25342889,0.290432789,-0.9629961
AT1G07510,ftsh10,encodes an FtsH protease that is localized to the mitochondrion,NM_100625,837265,NA,"GO:0003824, GO:0006139, GO:0006508, GO:0006796, GO:0006807, GO:0008152, GO:0008233, GO:0008237, GO:0009056, GO:0009987, GO:0016462, GO:0016787, GO:0019538, GO:0044238",-0.091244819,-0.035653752,-0.235643726,0.055591067,-0.144398907,-0.199989974,0.091244819,0.035653752,0.235643726,-0.055591067,0.144398907,0.199989974
AT1G07750,NA,NA,NM_100650,837290,NA,NA,-1.501256575,0.062409046,-1.572775248,1.563665621,-0.071518672,-1.635184293,1.501256575,-0.062409046,1.572775248,-1.563665621,0.071518672,1.635184293
AT1G07810,ACA3,Encodes an ER-type Ca2+-pumping ATPase.,NM_100655,837296,3702.AT5G04180.1,"GO:0003824, GO:0005215, GO:0005622, GO:0005737, GO:0005783, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006812, GO:0008152, GO:0008324, GO:0009056, GO:0009987, GO:0015078, GO:0016020, GO:0016021, GO:0016462, GO:0016787, GO:0022857, GO:0042626, GO:0043226, GO:0044238, GO:0044464, GO:0051179",-0.236422478,0.059533263,-0.432108267,0.295955742,-0.195685788,-0.49164153,0.236422478,-0.059533263,0.432108267,-0.295955742,0.195685788,0.49164153
AT1G08260,ABO4,"Similar to POL2A, DNA polymerase epsilon catalytic subunit. Essential for Arabidopsis growth. Null homozygotes are embryo lethal, partial loss of function alleles show embryo patterning defects such as root pole displacement. Delayed progression through cell cycle results in embryos with smaller numbers of larger cells.",NM_001331765,837346,3702.AT1G08260.1,NA,-0.481146343,-0.387692813,-0.540495801,0.093453529,-0.059349459,-0.152802988,0.481146343,0.387692813,0.540495801,-0.093453529,0.059349459,0.152802988
AT1G08420,BSL2,NA,NM_001198006,837362,3702.AT1G08420.1,"GO:0003824, GO:0004721, GO:0005488, GO:0005509, GO:0005975, GO:0005976, GO:0005977, GO:0006109, GO:0006139, GO:0006351, GO:0006366, GO:0006397, GO:0006464, GO:0006468, GO:0006915, GO:0006950, GO:0007049, GO:0007126, GO:0007154, GO:0007165, GO:0008152, GO:0009987, GO:0016070, GO:0016787, GO:0016788, GO:0016791, GO:0019219, GO:0019538, GO:0035556, GO:0044238, GO:0050896, NA",0.022542249,-0.189100044,-0.070742028,-0.211642293,-0.093284277,0.118358016,-0.022542249,0.189100044,0.070742028,0.211642293,0.093284277,-0.118358016
AT1G08480,SDH6,NA,NM_100721,837369,3702.AT1G08480.1,NA,-0.41764454,-0.01665196,-0.401071217,0.40099258,0.016573323,-0.384419258,0.41764454,0.01665196,0.401071217,-0.40099258,-0.016573323,0.384419258
AT1G08510,FATB,"Encodes an acyl-acyl carrier protein thioesterase. Hydrolyzes primarily saturated acyl-ACPs with chain lengths that vary between 8 and 18 carbons. Involved in saturated fatty acid synthesis. Nuclear-encoded, plastid-targeted globular protein that is functional as dimer.",NM_100724,837372,3702.AT1G08510.1,NA,0.40097886,0.057151191,0.453830272,-0.34382767,0.052851411,0.396679081,-0.40097886,-0.057151191,-0.453830272,0.34382767,-0.052851411,-0.396679081
AT1G08590,NA,similar to CLV1-like leucine rich repeat transmembrane receptor-like protein kinase (Ipomoea nil) (U77888),NM_100732,837381,NA,"GO:0042742, GO:0050896",-2.949543016,0.045769523,-3.13199413,2.995312539,-0.182451114,-3.177763653,2.949543016,-0.045769523,3.13199413,-2.995312539,0.182451114,3.177763653
AT1G08592,NA,NA,NA,NA,NA,,-2.618767171,0.083677627,-2.791147468,2.702444798,-0.172380297,-2.874825095,2.618767171,-0.083677627,2.791147468,-2.702444798,0.172380297,2.874825095
AT1G08880,G-H2AX,"Encodes HTA5, a histone H2A protein. H2AX is a meiosis-specific isoform of histone H2A.  Upon DSB formation, rapid accumulation of phosphorylated  H2AX (&#947;-H2AX) occurs around the break site. H2AX foci accumulate in early G2.  Immunolocalization studies in spread preparations of  wild-type meiocytes at G2/early leptotene revealed  the accumulation of numerous rather diffuse &#947;-H2AX  foci throughout the chromatin. However,  their accumulation is not contemporaneous with  that of AtSPO11-1. At 3 h post-S, no &#947;-H2AX  foci are detected. During the 3- to 5-h window when  AtSPO11-1 foci rapidly disappear, there is an  equally swift accumulation of &#947;-H2AX to a maximum  of >50 diffuse foci. The level of &#947;H2AX then remains  constant for a further 13 h before undergoing a  gradual decrease to 1020 foci in the 18- to 24-h post-S  period. By 30 h the foci have disappeared from the chromatin.",NM_100760,837409,3702.AT1G54690.1,"GO:0000228, GO:0003676, GO:0003677, GO:0005488, GO:0005622, GO:0005634, GO:0005694, GO:0006139, GO:0006325, GO:0006351, GO:0006807, GO:0006996, GO:0008152, GO:0009058, GO:0009987, GO:0016043, GO:0016070, GO:0019219, GO:0040029, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007, GO:0071840",0.067903049,0.073845075,0.097044949,0.005942027,0.0291419,0.023199873,-0.067903049,-0.073845075,-0.097044949,-0.005942027,-0.0291419,-0.023199873
AT1G08930,ERD6,encodes a putative sucrose transporter whose gene expression is induced by dehydration and cold.,NM_001035929,837414,3702.AT1G08930.1,"GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0008643, GO:0009987, GO:0015144, GO:0022857, GO:0051179",2.069914285,0.454349774,2.027081892,-1.615564511,-0.042832392,1.572732119,-2.069914285,-0.454349774,-2.027081892,1.615564511,0.042832392,-1.572732119
AT1G09020,ATSNF4,putative activator subunit of SNF1-related protein kinase,NM_100773,837423,3702.AT1G09020.1,"GO:0005488, GO:0005515, GO:0006464, GO:0006468, GO:0006629, GO:0006631, GO:0006950, GO:0008152, GO:0009987, GO:0019207, GO:0019538, GO:0030234, GO:0044238, GO:0050896, GO:0003824, GO:0016301, GO:0016740, GO:0050790, GO:0065007, GO:0065009",0.144504888,-0.142081095,0.007466524,-0.286585984,-0.137038364,0.149547619,-0.144504888,0.142081095,-0.007466524,0.286585984,0.137038364,-0.149547619
AT1G09140,At-SR30,Encodes a serine-arginine rich RNA binding protein involved in regulation of splicing (including splicing of itself). Exists as 3 alternative spliced forms that are differentially expressed.,NM_001331804,837433,NA,NA,-0.006937501,-0.61783953,-0.065519499,-0.610902029,-0.058581999,0.552320031,0.006937501,0.61783953,0.065519499,0.610902029,0.058581999,-0.552320031
AT1G09430,ACLA-3,"Encodes subunit A of the heteromeric enzyme ATP citrate lyase (ACL).  In animals, ACL is encoded by a single gene; ACL in Arabidopsis is composed of two polypeptides, ACLA (encoded by 3 genes) and ACLB (encoded by 2 genes).  The holoenzyme has an A(4)B(4)stoichiometry. Expression of both ACLA and ACLB but not of either of the subunits alone results in ACL activity.",NM_100814,837466,3702.AT1G09430.1,"GO:0003824, GO:0005975, GO:0006091, GO:0006099, GO:0006629, GO:0006732, GO:0008152, GO:0016740, GO:0016829, GO:0016874, GO:0044238",0.53304123,0.552072934,0.508825551,0.019031704,-0.024215679,-0.043247383,-0.53304123,-0.552072934,-0.508825551,-0.019031704,0.024215679,0.043247383
AT1G09740,NA,NA,NM_001331850,837502,NA,NA,-2.229420777,0.363503683,-2.236366195,2.592924459,-0.006945418,-2.599869878,2.229420777,-0.363503683,2.236366195,-2.592924459,0.006945418,2.599869878
AT1G09840,AtHIR1,NA,NM_001035936,837516,NA,"GO:0003824, GO:0004672, GO:0005975, GO:0005976, GO:0005977, GO:0006464, GO:0006468, GO:0007049, GO:0007067, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0044238",-1.265089296,-0.133310877,-1.19363993,1.131778419,0.071449365,-1.060329054,1.265089296,0.133310877,1.19363993,-1.131778419,-0.071449365,1.060329054
AT1G10130,ATECA3,Encodes a golgi localized P2A-type Ca2+ ATPase involved in Mn nutrition and homeostasis.,NM_100887,837550,3702.AT1G10130.1,"GO:0003824, GO:0005215, GO:0005622, GO:0005886, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006811, GO:0006812, GO:0006874, GO:0008152, GO:0008324, GO:0009056, GO:0009987, GO:0015078, GO:0016020, GO:0016021, GO:0016462, GO:0016787, GO:0022857, GO:0042592, GO:0042626, GO:0043226, GO:0044238, GO:0044464, GO:0051179, GO:0065007",-0.389751841,-0.060277754,-0.512601601,0.329474087,-0.12284976,-0.452323847,0.389751841,0.060277754,0.512601601,-0.329474087,0.12284976,0.452323847
AT1G10200,AtWLIM1,NA,NM_001331891,837558,NA,"GO:0005198, GO:0005200, GO:0005622, GO:0005856, GO:0006928, GO:0009987, GO:0015629, GO:0016043, GO:0043226, GO:0044464, GO:0071840",-0.370778709,0.52555896,-0.31412579,0.896337669,0.056652919,-0.83968475,0.370778709,-0.52555896,0.31412579,-0.896337669,-0.056652919,0.83968475
AT1G10410,NA,NA,NM_100916,837581,NA,NA,-1.316164599,0.215316304,-1.201111522,1.531480903,0.115053078,-1.416427826,1.316164599,-0.215316304,1.201111522,-1.531480903,-0.115053078,1.416427826
AT1G10590,NA,NA,NM_100935,837601,NA,NA,0.064285398,0.032416606,0.066425207,-0.031868792,0.002139809,0.034008601,-0.064285398,-0.032416606,-0.066425207,0.031868792,-0.002139809,-0.034008601
AT1G10760,GWD,"Encodes an &#945;-glucan, water dikinase required for starch degradation. Involved  in cold-induced freezing tolerance. Mutations that eliminate the GWD protein or affect the dikinase domain of the enzyme dramatically reduce both the amount of phosphate in the amylopectin and the rate of starch degradation. Mature leaves of these mutants accumulate amounts of starch up to seven times greater than those in wild-type leaves. NMR analysis of the mutants, suggests that the gene is specifically involved in the phosphorylation of the glucosyl residues of starch at the C6 position.",NM_001331926,837619,3702.AT1G10760.1,"GO:0003824, GO:0005975, GO:0006810, GO:0008152, GO:0008643, GO:0016301, GO:0016740, GO:0044238, GO:0051179",2.35828601,-0.459817716,2.28704858,-2.818103726,-0.07123743,2.746866296,-2.35828601,0.459817716,-2.28704858,2.818103726,0.07123743,-2.746866296
AT1G10940,ASK1,Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute.,NM_001035944,837637,3702.AT5G26751.1,"GO:0003824, GO:0004672, GO:0005622, GO:0005634, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0007154, GO:0007165, GO:0008152, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0035556, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0065007",0.055728915,-0.252461571,0.106746618,-0.308190486,0.051017703,0.359208189,-0.055728915,0.252461571,-0.106746618,0.308190486,-0.051017703,-0.359208189
AT1G10960,ATFD1,NA,NM_100971,837639,3702.AT1G10960.1,"GO:0003824, GO:0006091, GO:0006629, GO:0006631, GO:0006633, GO:0006636, GO:0006807, GO:0008152, GO:0008202, GO:0008203, GO:0016491, GO:0022904, GO:0044238",4.20661906,-0.371518029,4.009194323,-4.578137089,-0.197424737,4.380712352,-4.20661906,0.371518029,-4.009194323,4.578137089,0.197424737,-4.380712352
AT1G11260,ATSTP1,Encodes a H+/hexose cotransporter.,NM_100998,837667,3702.AT1G11260.1,"GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0008643, GO:0009987, GO:0015144, GO:0022857, GO:0051179",1.431247928,1.550277284,1.360871899,0.119029355,-0.070376029,-0.189405384,-1.431247928,-1.550277284,-1.360871899,-0.119029355,0.070376029,0.189405384
AT1G11310,ATMLO2,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO2 belongs to the clade IV, with AtMLO3, AtMLO6 and AtMLO12. The gene is expressed during early seedling growth, in roots, in vascular system of cotyledons and young leaves,and in fruit abscission zone; it was not expressed in anthers and pollen, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s). mlo resistance in  A. thaliana does not involve the signaling molecules ethylene,  jasmonic acid or salicylic acid, but requires a syntaxin,  glycosyl hydrolase and ABC transporter.",NM_001123796,837673,3702.AT1G11310.1,"GO:0005886, GO:0006950, GO:0016020, GO:0044464, GO:0050896",1.81646544,0.888748657,1.726218157,-0.927716783,-0.090247283,0.8374695,-1.81646544,-0.888748657,-1.726218157,0.927716783,0.090247283,-0.8374695
AT1G11480,NA,NA,NM_001084046,837691,NA,NA,-0.552724147,0.244488826,-0.544854398,0.797212973,0.007869749,-0.789343224,0.552724147,-0.244488826,0.544854398,-0.797212973,-0.007869749,0.789343224
AT1G12120,NA,NA,NM_101084,837764,NA,NA,-0.485924391,-0.228780512,-0.525047618,0.257143879,-0.039123226,-0.296267106,0.485924391,0.228780512,0.525047618,-0.257143879,0.039123226,0.296267106
AT1G12270,Hop1,NA,NM_101099,837781,NA,"GO:0006457, GO:0006950, GO:0008152, GO:0019538, GO:0044238, GO:0050896",-0.086147033,0.002660989,-0.193117043,0.088808022,-0.10697001,-0.195778032,0.086147033,-0.002660989,0.193117043,-0.088808022,0.10697001,0.195778032
AT1G12310,NA,NA,NM_101103,837785,NA,"GO:0005488, GO:0005509, GO:0005515, GO:0005516, GO:0006928, GO:0007049, GO:0007154, GO:0007165, GO:0009987, GO:0019722, GO:0035556",-0.208490083,0.061353856,-0.14563941,0.269843939,0.062850673,-0.206993266,0.208490083,-0.061353856,0.14563941,-0.269843939,-0.062850673,0.206993266
AT1G12320,NA,NA,NM_101104,837786,NA,NA,-0.189691064,0.111797605,-0.082095337,0.301488669,0.107595727,-0.193892942,0.189691064,-0.111797605,0.082095337,-0.301488669,-0.107595727,0.193892942
AT1G12360,KEU,encodes a Sec1 protein and expressed throughout the plant. physically interacts with Syntaxin1 and is required for cytokinesis.,NM_101108,837791,3702.AT1G12360.1,"GO:0005215, GO:0006810, GO:0006886, GO:0006887, GO:0007041, GO:0009987, GO:0015031, GO:0016192, GO:0022857, GO:0051179",-0.234202598,0.391366577,-0.317194159,0.625569176,-0.082991561,-0.708560736,0.234202598,-0.391366577,0.317194159,-0.625569176,0.082991561,0.708560736
AT1G13160,NA,NA,NM_101186,837874,NA,"GO:0007049, GO:0009987",-0.518466666,-0.293887696,-0.677269814,0.224578969,-0.158803148,-0.383382117,0.518466666,0.293887696,0.677269814,-0.224578969,0.158803148,0.383382117
AT1G13300,HRS1,Overexpression confers hypersensitivity to low phosphate-elicited inhibition of primary root growth.,NM_101201,837890,3702.AT1G13300.1,NA,-3.305167991,1.627351006,-3.379756229,4.932518997,-0.074588238,-5.007107235,3.305167991,-1.627351006,3.379756229,-4.932518997,0.074588238,5.007107235
AT1G13360,NA,NA,NM_001198054,837896,NA,NA,-1.074116679,-0.443210843,-1.085405335,0.630905835,-0.011288656,-0.642194491,1.074116679,0.443210843,1.085405335,-0.630905835,0.011288656,0.642194491
AT1G13420,ATST4B,"Encodes a sulfotransferase. Unlike the related ST4A protein (At2g14920), in vitro experiements show that this enzyme does not act brassinosteroids. ST4B is expressed in the roots and transcript levels rise in response to cytokinin treatment.",NM_101212,837902,3702.AT1G13420.1,"GO:0003824, GO:0006790, GO:0008152, GO:0016740",-6.61604483,0.344637114,-6.674514033,6.960681943,-0.058469203,-7.019151147,6.61604483,-0.344637114,6.674514033,-6.960681943,0.058469203,7.019151147
AT1G13560,AAPT1,Encodes aminoalcoholphosphotransferase AAPT1.,NM_001332070,837917,3702.AT1G13560.1,"GO:0003824, GO:0006629, GO:0006644, GO:0008152, GO:0016740, GO:0044238, GO:0006796",0.349023669,-0.064832416,0.272907987,-0.413856085,-0.076115682,0.337740403,-0.349023669,0.064832416,-0.272907987,0.413856085,0.076115682,-0.337740403
AT1G13640,NA,NA,NM_001332079,837925,NA,GO:0009987,0.830710322,0.100619692,0.822050693,-0.73009063,-0.008659629,0.721431001,-0.830710322,-0.100619692,-0.822050693,0.73009063,0.008659629,-0.721431001
AT1G13980,EMB30,"Encodes a GDP/GTP exchange factor for small G-proteins of the ADP ribosylation factor (RAF) class, and as regulator of intracellular trafficking. Homologous to Sec7p and YEC2 from yeast. Involved in the specification of apical-basal pattern formation. Essential for cell division, expansion and adhesion. It appears that heteotypic binding between the DCB and C-terminal domains of two GNOM proteins is required for membrane association, however, GNOM appears to exist predominantly as a heterodimer formed through DCB-DCB interactions.",NM_001198062,837958,3702.AT1G13980.1,NA,-0.301564907,0.232589507,-0.301451317,0.534154414,0.000113591,-0.534040824,0.301564907,-0.232589507,0.301451317,-0.534154414,-0.000113591,0.534040824
